x,y
3.1219024526309407,4.14312718465841
0.0,5.051409986216541
0.3235817878969507,0.0
4.819683886613435,0.0
10.0,4.9633568051319275
5.016089461795798,4.899145208841903
4.970489761223135,8.961659639165923
5.122883780152515,9.939478976430143
4.641995469683824,0.0
9.720753983627633,6.623555407779349
3.9484944008582077,5.136489154199921
8.458386495093126,0.0
4.910839896643134,10.0
9.995878305645846,5.420125708876128
4.964226128866556,0.0
1.0421370338576141,5.2708244191158595
0.0,4.894974956295733
1.2240438538164704,0.43431446324973677
0.082477861137162,5.011057561506161
0.0,5.195023520415363
4.811774003411294,10.0
5.020293056131427,4.882176830315488
10.0,5.0419968530599775
8.906619761692868,0.7208358176188919
9.877855158158209,10.0
1.1667556293789418,5.054593414784352
6.620779804385874,4.576790483434242
7.08124112145596,0.4244491765850734
4.869839795271013,3.534656421258992
9.913319702504719,4.895197509178895
0.0,9.928145191502097
0.987749261543764,5.066686685189825
5.098929206547909,2.9700229693119207
0.0,4.830226626726874
6.450685306708337,4.956320387136608
1.7941244346388554,5.059719810499026
6.422874904760559,5.794042149854304
1.222110057982987,10.0
4.966957649292773,5.776094970341737
0.22809510272683028,5.0363383582298304
7.330730635958685,10.0
0.2922275928749224,0.4551139898939654
2.5346454899694253,5.024227969244931
0.03548194876286749,6.500551460536665
1.8683889365918853,8.409867314550622
4.9649599174208126,0.0
2.5250168338245964,5.098831263611276
0.04393871652607908,10.0
2.538334418488476,1.2094229221365709
9.956992343149583,10.0
0.35898719338362717,9.99354613685517
10.0,4.987210634915965
10.0,9.943533925056608
10.0,10.0
3.704608967585343,5.081276460021337
8.033056602676783,5.059237243432808
9.51303256143318,5.088020505651922
5.007241963958668,5.0175984595923735
4.915717487092886,7.302402502943972
0.0,6.768553649203693
5.152646245092023,4.9431750391943226
5.205370239542907,4.695703543171284
2.9963520062877036,5.154521823569967
1.927368845799099,2.2278578240310667
5.029307648200333,10.0
4.980767411764518,9.200635987445605
10.0,9.914997601832575
10.0,6.318834921247092
0.10721090980467327,5.113869695490097
4.257632635234455,7.695301764194952
4.9709888172074495,9.977017416018633
10.0,0.12933454868944305
5.005657016972963,4.055001463263764
4.928082144374886,0.0038244610160006764
5.704883067945611,0.0
10.0,10.0
0.3033687147496686,10.0
0.4982037530464569,0.0
5.205792066339996,8.725524385864793
5.083863957676711,4.859822638204339
5.0472193678697845,1.865815088046509
5.778806757751115,5.034313142038356
0.0,10.0
3.547578300506645,9.004196903718338
4.818388525427679,0.0
2.2125677286866554,10.0
9.586239668787792,10.0
5.117229099898434,0.3384010012033985
0.39131184353767073,5.015073406236563
0.8085137922593022,0.0
5.023721903949235,0.0
4.928245548499621,5.009156974470871
4.876021680774151,1.555863587111538
8.078567214414358,10.0
5.149182653060435,5.094290925126519
4.910750772093906,5.007726481098737
10.0,1.1322274835237347
4.684142678729438,9.82257780046494
7.896280884385118,0.7730609676299327
7.381154693367663,4.817803538103189
