x,y
3.3596676648815587,4.557791202866374
0.0,5.273600143363508
0.0,0.0
4.606486370504371,0.0
10.0,5.22815070208495
5.00322987720289,4.7665297307934225
4.785985102203901,9.373978829731003
5.246115816137214,10.0
4.9526187667462915,0.0
10.0,6.308294642318138
4.371713151132559,5.221319211111876
8.793674506456291,0.0
4.7079794499701135,10.0
10.0,5.054744496085353
4.959411019600142,0.0
0.6364738803878288,4.942426397322079
0.0,4.819348927000734
0.8315955168462633,0.058168106857010314
0.0,5.135664990895684
0.0,4.786486318913343
4.571289623826574,10.0
5.029182947889568,5.1669371807523925
10.0,4.886691585490752
9.311020323331023,0.31678415706603247
9.734847010407474,10.0
0.7888240030166831,5.2657324185360395
6.308293961362449,4.944431361482528
6.910700177274312,0.046985824190523814
4.75992301075507,3.8851406061690694
10.0,4.678883833090104
0.0,9.92310922278801
0.5450239512031794,5.102635684769064
4.816690920003686,3.1563930179955557
0.0,4.6328776784230685
6.09331030301962,4.785234016008244
1.528850935725999,5.1269523678119135
6.062415118195864,5.378133862083836
0.8275800585392237,10.0
4.937453486046571,5.367561733478244
0.0,5.043105355102724
7.2600051653402735,10.0
0.0,0.07766485260103731
2.562751799589306,4.7516246749754
0.0,6.154368945880259
1.6260977995676216,8.731904209717182
5.439228025146367,0.0
2.5198432495066454,5.23130014579593
0.07017712325507185,10.0
2.5570944884930356,0.8139381696148841
9.834446233152677,10.0
0.11049806049039648,10.0
10.0,4.72526424379584
10.0,9.769401125855865
10.0,10.0
4.075251277512714,5.093976938506916
8.2386291600479,5.167337715388987
9.890980702893042,5.123586996875651
5.216911905257415,5.244454577601936
4.742594602949459,7.2218500218907
0.0,6.495658364626003
5.331346418561997,4.934269240082197
4.898003097483717,5.021702922031253
3.190060343291973,5.208118865216175
1.7054959445108386,2.1178026715549825
4.942021327887603,10.0
4.914332664894259,9.616626490105677
10.0,9.877217706178644
10.0,5.938550202921269
0.0,5.3304243116291685
4.665905847155419,7.771498499512462
4.819496756032561,10.0
10.0,0.0
5.218860295064655,4.465968402214673
4.706435017714595,0.0
5.30207592719875,0.0
10.0,10.0
0.0,10.0
0.13916859502233683,0.0
4.89107732825335,9.115272439827368
5.123403806265002,5.1040682219674585
5.085736408426715,1.6237240047280905
5.368600736673031,5.067222417126418
0.0,10.0
3.90203787186135,9.415746421837039
4.900854665491363,0.0
2.0970754353171848,10.0
9.93439824274948,10.0
5.2069564619488755,0.0
0.06916854051108959,5.063152910380217
0.3987524054188719,0.0
4.9722816267934,0.0
4.8458312602142275,5.122987062648116
4.767256817609035,1.225413164194984
8.302933663336209,10.0
5.2708178144290505,5.097367533084035
4.765535081303022,4.881426956359976
10.0,0.7310236176086201
5.019081788424181,10.0
8.057066096755197,0.3644705754497815
7.337890647363313,4.70654626216795
