x,y
2.7452084904787437,3.2238432895832148
0.7248049460040402,4.244569057694723
1.3910772829505846,0.8383082359915339
5.760320812369933,0.4910542275954891
9.582917182370752,3.996460398046627
5.044083060215451,5.42134141527694
5.77407276074833,8.109498127579826
4.517092083135572,9.04443703490129
3.5943980773256645,0.38142288399030616
8.616611875193456,7.160503631119576
3.091662516149853,4.565612492343577
7.877654811574289,0.9642519072577906
5.682712740434826,9.422499293063032
9.936530880803124,6.456586068941232
5.020876500591634,0.42754520481501995
1.8848458064841114,6.328388520783952
0.12243728614946797,5.513955806213638
1.9694694925891951,1.4951184136492879
1.1163661281110473,4.358223744940212
0.0615252878009332,6.22966318975007
5.692648534480959,9.615804995230995
4.728955942882504,3.806562735002336
9.304252241514549,5.9153831792751115
8.106123571259749,1.6610001761496753
9.642510056357798,9.844236050623756
1.9409302421792614,4.084315491414696
7.135475065661205,3.5470855104340946
7.3676827638686415,1.5033165026268953
5.514022602876207,2.924057759830415
8.869775728123967,5.718859691842001
0.1051693725716477,9.582953789531237
1.8728287260363536,4.806138119800387
6.142632901476422,2.674133024000523
0.7043120066747726,5.554732116299684
7.094902233614134,5.724421689495937
2.2244685223819074,4.69628022148351
7.065444658501746,6.753965611799109
1.980313286599637,9.784531938987831
5.136689458036174,6.704276994480911
1.2683041947739324,4.963970047094945
7.447373815385177,9.40546207440757
1.3487836694763737,1.5090724288645672
2.5160283478137,6.092260636830204
0.9840945316039621,7.114066694778309
2.260072013728687,7.86613593061618
3.964926460688239,0.0
2.517535416737596,4.445256192228057
0.3346116285934274,9.77894402893025
2.492891782469585,1.9700610824128548
9.838738348359119,10.0
1.4242140608313185,9.031455265412674
9.858487706704386,5.931006633782161
9.225105128578642,9.147990916838515
9.891056296005477,9.802335424205012
3.00949204285061,4.92615965741303
7.7225853685184775,4.529424475684354
8.494376548260849,4.8095692232801195
4.045522563215772,4.121874116500413
5.753159948338156,7.425277421834088
0.7135329154603696,7.212379536059718
4.634185355996681,4.954859758663322
6.266348690825325,3.6351691012053373
2.699841000243768,4.703362260676373
2.2796076310250215,2.395415218400362
5.8080201358314065,9.741568542937665
5.279602658950728,8.243332515834245
9.524585017198719,8.909082515144105
9.762829090260343,7.024922569330936
1.1914368186806903,4.6027617438879895
3.308736928514646,7.598243918476495
5.722944666649487,9.072069087783461
9.641841821628862,1.188337453895251
4.114922428875579,3.192115113216787
5.76751823472198,0.6758701963416897
6.672758277519032,0.976538778527763
9.93941917859348,9.607671834305346
1.3360175282962408,9.516681327950431
1.5218373329466188,0.2723404762246304
6.250824998066325,7.978971311550795
5.09449859543168,3.8582573007041816
4.819419452566345,2.2517394211462314
6.719594743743218,4.850482307223232
0.04193887234698283,9.787704000710137
2.9213722661436026,8.150474791855046
3.8735347556442568,0.5915999408172105
2.385433465183424,9.30332320966245
8.552399563863487,9.85126845148914
4.562711050668856,1.3953539087574025
1.3969526629574645,4.775780892862915
1.724344445916097,0.17415947708986887
5.7071047875675145,0.020975994862001857
5.14979759492762,4.477529846869798
5.50618148007235,2.1188560035724904
7.719531265234308,9.993507235357017
4.597055096421002,5.220896257004971
5.2113250965503894,5.791134090337639
9.365263701080934,1.9148081194869797
3.626399956426498,8.781052363564413
7.632873324356944,1.7034887407784725
7.4167230615773505,5.54549265561318
